Date,Baseline Inflow,2040_Inflow,2070_Inflow,2100_Inflow
10/1/1976,68.13,337.2,187.5,158.2
10/2/1976,133.2,378.8,450.9,382.9
10/3/1976,173,355.5,705.5,594.5
10/4/1976,189.1,466.1,912.3,745.4
10/5/1976,198.3,444.7,1032,814.6
10/6/1976,205,381.9,1031,835.8
10/7/1976,207,319.3,963.9,810.1
10/8/1976,210.2,272.8,862.6,738.1
10/9/1976,333.9,250.3,959.2,660.1
10/10/1976,328.1,244.2,904.9,589.8
10/11/1976,291.2,332.9,752.7,531.7
10/12/1976,277,401.9,597.5,490
10/13/1976,282.8,655.4,469.3,460.2
10/14/1976,354.1,761.9,382.9,1613
10/15/1976,464.9,757.1,336.5,1578
10/16/1976,526,739,331,1235
10/17/1976,742.7,749.6,351.7,891.4
10/18/1976,699,759.4,371.8,721.9
10/19/1976,581.4,755.7,434.3,664.2
10/20/1976,462,729.6,416.6,588.3
10/21/1976,362,683.9,370.7,609.3
10/22/1976,283.4,621.2,318.2,541
10/23/1976,222.7,552.7,267.9,455.3
10/24/1976,178.4,480.4,222.7,375.5
10/25/1976,676.6,412.2,185,317.6
10/26/1976,788.7,373.7,283.7,331
10/27/1976,662.9,378.2,615.5,314.4
10/28/1976,477,414,652.2,348.4
10/29/1976,320.5,463.5,646.1,446.4
10/30/1976,209,505.6,632.5,931.4
10/31/1976,135.5,529.2,628.3,1307
11/1/1976,88.74,544.6,605.2,2277
11/2/1976,59.52,554.3,564,2114
11/3/1976,41.27,564.2,507.6,1738
11/4/1976,30.08,585.7,444.9,1397
11/5/1976,22.97,615,382.4,1232
11/6/1976,17.93,630.4,329.1,995.3
11/7/1976,14.21,623.4,277.7,782.9
11/8/1976,11.47,613.8,230.1,615.7
11/9/1976,9.549,829.5,188.5,489.8
11/10/1976,8.194,1946,153.5,408.6
11/11/1976,7.094,2576,124.6,343.7
11/12/1976,6.044,2506,100.8,292.1
11/13/1976,5.073,1985,81.34,250
11/14/1976,4.207,1460,65.59,215.7
11/15/1976,3.586,1047,52.88,187.4
11/16/1976,2.944,750.1,42.68,164
11/17/1976,2.397,543.5,34.55,144.7
11/18/1976,2.17,400.8,28.29,128.8
11/19/1976,1.955,301.3,23.9,115.7
11/20/1976,1.842,230.7,22.34,104.9
11/21/1976,1.659,179.3,111.6,96.11
11/22/1976,1.463,141.2,108.8,88.89
11/23/1976,1.437,112.4,83.43,82.92
11/24/1976,32.24,90.29,58.51,78.69
11/25/1976,32.13,73.16,39.71,74.97
11/26/1976,24.34,59.8,26.86,125.5
11/27/1976,16.5,49.38,18.53,151.6
11/28/1976,10.59,41.2,13.28,156
11/29/1976,6.62,34.74,10.01,207.4
11/30/1976,4.092,29.63,7.981,196
12/1/1976,2.541,25.55,6.641,169.2
12/2/1976,1.709,22.3,5.894,142.9
12/3/1976,1.189,19.72,5.426,121.1
12/4/1976,0.864,17.66,5.004,104.1
12/5/1976,0.648,16.01,4.652,90.91
12/6/1976,0.46,14.69,4.305,80.61
12/7/1976,0.319,13.62,4.002,72.45
12/8/1976,0.222,12.74,3.744,65.9
12/9/1976,0.155,12.03,3.538,60.55
12/10/1976,0.11,11.43,3.353,56.1
12/11/1976,0.079,10.93,3.192,52.39
12/12/1976,0.058,10.51,3.064,49.31
12/13/1976,0.043,10.15,3.269,46.64
12/14/1976,0.052,9.835,3.159,44.35
12/15/1976,0.095,9.583,2.979,42.36
12/16/1976,0.085,9.326,2.81,40.64
12/17/1976,0.063,9.084,2.671,39.12
12/18/1976,0.043,8.859,2.558,37.78
12/19/1976,0.028,8.651,2.466,36.62
12/20/1976,0.018,8.459,2.389,35.54
12/21/1976,0.012,8.28,2.322,34.54
12/22/1976,0.008,8.112,2.263,33.62
12/23/1976,0.005,7.953,2.209,32.76
12/24/1976,0.063,7.803,2.159,31.96
12/25/1976,0.096,7.659,2.111,31.22
12/26/1976,0.104,7.52,2.066,30.51
12/27/1976,0.099,7.386,2.023,29.84
12/28/1976,0.09,7.256,1.982,29.2
12/29/1976,0.079,7.131,1.942,28.62
12/30/1976,0.067,7.01,1.904,28.1
12/31/1976,0.057,6.892,1.867,27.82
1/1/1977,0.047,6.778,1.831,27.53
1/2/1977,0.039,6.666,1.796,27.12
1/3/1977,0.032,6.557,1.763,26.68
1/4/1977,0.834,6.451,1.732,26.13
1/5/1977,2.199,6.348,1.704,25.58
1/6/1977,1.993,6.247,1.676,25.01
1/7/1977,1.445,6.149,1.65,24.45
1/8/1977,0.948,6.165,1.621,23.92
1/9/1977,0.588,6.241,1.592,23.41
1/10/1977,0.352,6.139,1.562,22.93
1/11/1977,0.206,5.994,1.534,22.47
1/12/1977,0.118,5.852,1.506,22.04
1/13/1977,0.067,5.724,1.479,21.62
1/14/1977,0.038,5.611,1.453,21.22
1/15/1977,0.021,5.51,1.427,20.83
1/16/1977,1.65,5.417,1.403,20.46
1/17/1977,1.86,5.331,1.381,20.1
1/18/1977,1.531,5.25,1.36,19.75
1/19/1977,1.732,5.172,1.339,19.42
1/20/1977,1.353,5.132,1.318,19.09
1/21/1977,0.923,5.454,1.297,18.78
1/22/1977,0.587,6.52,1.276,18.47
1/23/1977,0.359,6.474,1.256,18.18
1/24/1977,0.214,6.017,1.236,17.89
1/25/1977,0.125,5.556,1.216,17.61
1/26/1977,0.073,5.194,1.197,17.34
1/27/1977,0.043,4.933,1.179,17.07
1/28/1977,0.025,4.748,1.161,16.81
1/29/1977,0.015,4.617,1.144,16.56
1/30/1977,0.009,4.52,1.127,16.31
1/31/1977,0.006,4.443,1.112,16.07
2/1/1977,0.004,4.38,1.099,15.84
2/2/1977,0.003,4.324,1.087,15.61
2/3/1977,0.002,4.272,1.093,15.39
2/4/1977,0.001,4.221,1.08,15.17
2/5/1977,0.001,4.17,1.061,14.96
2/6/1977,0.001,4.119,1.043,14.75
2/7/1977,0.001,4.071,1.031,14.55
2/8/1977,0.001,4.027,1.492,14.35
2/9/1977,0.005,3.983,1.649,14.16
2/10/1977,0.013,3.942,1.581,13.97
2/11/1977,0.024,3.902,1.453,13.79
2/12/1977,0.035,3.862,1.35,13.61
2/13/1977,0.046,3.82,1.285,13.43
2/14/1977,0.053,3.779,1.556,13.26
2/15/1977,0.061,3.739,1.672,13.17
2/16/1977,0.068,3.702,1.73,13.15
2/17/1977,0.074,3.722,1.864,13.14
2/18/1977,0.075,3.723,2.005,13.24
2/19/1977,0.075,3.699,2.79,13.41
2/20/1977,0.073,3.661,3.079,13.5
2/21/1977,0.072,3.616,3.049,13.5
2/22/1977,0.074,3.568,3.102,13.49
2/23/1977,0.146,3.518,4.437,13.33
2/24/1977,0.179,3.468,4.257,13.08
2/25/1977,0.187,3.42,3.662,12.8
2/26/1977,0.179,3.373,3.054,12.5
2/27/1977,0.165,3.328,2.542,12.22
2/28/1977,0.149,3.286,2.154,11.94
3/1/1977,0.355,3.247,1.973,11.71
3/2/1977,0.899,3.342,1.983,11.67
3/3/1977,1.225,3.694,1.968,18.57
3/4/1977,1.348,4.233,1.991,21.98
3/5/1977,1.327,5.028,2.1,22
3/6/1977,1.228,5.857,2.229,20.87
3/7/1977,1.332,6.633,2.315,19.68
3/8/1977,1.555,7.301,2.413,18.53
3/9/1977,1.823,7.861,2.669,55.48
3/10/1977,2.229,8.711,2.97,152.7
3/11/1977,2.56,15.68,3.76,155.7
3/12/1977,2.74,42.49,5.764,128.2
3/13/1977,2.793,55.14,7.273,98.71
3/14/1977,2.823,59.08,8.377,74.9
3/15/1977,2.998,58.1,9.386,57.43
3/16/1977,12.82,64.76,24.42,45.02
3/17/1977,38.37,99.48,506.5,67.86
3/18/1977,49.99,153.5,1009,152.4
3/19/1977,53.17,244.5,1173,351.4
3/20/1977,51.52,361,1055,537.2
3/21/1977,47.36,483.4,887.3,681.1
3/22/1977,45.02,551.6,729.1,806.7
3/23/1977,61.07,586.1,596,921
3/24/1977,77.39,613.6,487.9,1000
3/25/1977,92.33,630.9,441.9,1047
3/26/1977,94.93,636.7,383.5,1079
3/27/1977,90.54,648.6,324.3,1048
3/28/1977,83.02,763.9,271.4,963.1
3/29/1977,74.23,871.5,226.3,853.2
3/30/1977,75.75,967.2,189.6,753.5
3/31/1977,131.6,1010,175.9,737.1
4/1/1977,216.1,1028,192.3,760.5
4/2/1977,271.4,1075,243,786
4/3/1977,296.7,1516,361.1,790.9
4/4/1977,310.4,1828,623.3,776.5
4/5/1977,319.2,1808,647.8,797.6
4/6/1977,378.1,1554,672,901
4/7/1977,413,1456,774.2,1141
4/8/1977,419.2,1506,1150,1529
4/9/1977,396.2,1585,1624,1840
4/10/1977,363.2,1432,1791,2031
4/11/1977,377.5,1252,1937,2119
4/12/1977,486,1121,1963,2167
4/13/1977,610,1064,2094,2174
4/14/1977,752.4,1081,2522,2169
4/15/1977,877.7,1194,2673,2157
4/16/1977,967.5,1284,2562,2119
4/17/1977,979.7,1278,2358,2045
4/18/1977,965.1,1225,2132,1949
4/19/1977,973.7,1133,1912,1828
4/20/1977,1000,1034,1709,1689
4/21/1977,1018,959.1,1534,1562
4/22/1977,1073,924.6,1384,1511
4/23/1977,1148,913.4,1253,1588
4/24/1977,1247,934.9,1146,1826
4/25/1977,1379,1290,1061,2120
4/26/1977,1457,1810,1210,2384
4/27/1977,1518,2123,1577,2579
4/28/1977,1520,2321,2057,2701
4/29/1977,1493,2580,3132,2783
4/30/1977,1426,2736,4105,2835
5/1/1977,1359,2787,4393,2849
5/2/1977,1292,2876,4421,2789
5/3/1977,1228,2816,4298,2686
5/4/1977,1174,2760,4111,2580
5/5/1977,1157,2665,3921,2528
5/6/1977,1161,2595,3738,2587
5/7/1977,1198,2596,3553,2708
5/8/1977,1229,2616,3373,2806
5/9/1977,1252,2662,3192,2906
5/10/1977,1258,2651,3021,3003
5/11/1977,1266,2639,2889,3062
5/12/1977,1266,2636,2774,3065
5/13/1977,1255,2600,2762,3020
5/14/1977,1245,2540,2694,2948
5/15/1977,1256,2464,2597,2929
5/16/1977,1562,2400,2549,3015
5/17/1977,1630,2375,2650,3345
5/18/1977,1649,2378,2869,3417
5/19/1977,1683,2400,3077,3547
5/20/1977,1780,2488,3267,3662
5/21/1977,1889,2640,3525,3925
5/22/1977,1967,2853,3837,4466
5/23/1977,2050,3074,4121,4755
5/24/1977,2148,3305,4165,5035
5/25/1977,2295,3586,4270,5322
5/26/1977,2493,3838,4535,5953
5/27/1977,2676,4334,4574,7589
5/28/1977,2879,4432,4593,8142
5/29/1977,3099,4422,4615,7643
5/30/1977,3010,4496,4684,6763
5/31/1977,2850,4675,4962,5970
6/1/1977,2743,4903,5108,5367
6/2/1977,2811,5209,5043,4974
6/3/1977,2922,5808,4968,4750
6/4/1977,3082,6062,4993,4661
6/5/1977,3250,6064,5046,4676
6/6/1977,3532,6093,5196,4829
6/7/1977,4081,6236,5464,5128
6/8/1977,4478,6506,5883,5557
6/9/1977,4804,6881,6425,5965
6/10/1977,5018,7233,6883,6324
6/11/1977,4923,7547,7128,6828
6/12/1977,4837,7457,7188,6832
6/13/1977,4750,7172,7217,6569
6/14/1977,4306,6967,7260,6229
6/15/1977,3993,6684,7477,5951
6/16/1977,3642,6413,7803,5838
6/17/1977,3403,6313,9099,5852
6/18/1977,3313,6380,9066,5992
6/19/1977,3594,6606,8759,6271
6/20/1977,4018,6937,12837,6589
6/21/1977,4663,7536,21520,7003
6/22/1977,5542,8066,22860,7496
6/23/1977,6372,9394,21441,8015
6/24/1977,7357,10106,19698,8513
6/25/1977,8225,10512,18189,9067
6/26/1977,9329,10919,17314,9718
6/27/1977,10664,11358,16880,13341
6/28/1977,11706,11828,16935,14486
6/29/1977,12643,12389,17226,14077
6/30/1977,13063,12887,17681,13634
7/1/1977,13164,13050,19201,12924
7/2/1977,13252,12897,19191,12356
7/3/1977,13286,12660,18804,11974
7/4/1977,13286,12608,18425,11934
7/5/1977,13258,13933,18045,11933
7/6/1977,13212,13823,17725,11843
7/7/1977,13204,13441,17578,11800
7/8/1977,13107,13096,17564,11781
7/9/1977,13094,12819,17307,11713
7/10/1977,12952,12705,16989,11741
7/11/1977,12793,13168,16694,11863
7/12/1977,12657,13318,16537,11852
7/13/1977,13022,12928,16251,11844
7/14/1977,13187,12449,15930,11614
7/15/1977,12664,12001,15429,11151
7/16/1977,11877,12575,14746,10585
7/17/1977,11065,11758,14080,9949
7/18/1977,10379,10732,13314,9334
7/19/1977,9917,9977,12535,8923
7/20/1977,9852,9628,11965,8897
7/21/1977,11063,9521,11595,9032
7/22/1977,14858,9784,11631,9249
7/23/1977,15849,10029,11662,9488
7/24/1977,15362,10187,11492,9616
7/25/1977,14799,10048,10996,9592
7/26/1977,13914,9749,10394,9298
7/27/1977,12753,9409,9913,9026
7/28/1977,11756,9137,9563,8809
7/29/1977,10935,8985,9410,8688
7/30/1977,10322,10190,9483,8659
7/31/1977,9914,9833,9668,8794
8/1/1977,9993,9093,9999,8856
8/2/1977,10078,8498,10312,8892
8/3/1977,9907,8620,10524,8904
8/4/1977,12486,8175,10474,8888
8/5/1977,12416,7634,10319,8900
8/6/1977,11657,7217,10103,8924
8/7/1977,10812,6984,9877,9201
8/8/1977,10094,7280,9631,9108
8/9/1977,9517,7423,9403,8812
8/10/1977,9121,7161,9199,8472
8/11/1977,8735,6969,8960,8173
8/12/1977,8390,6798,8949,7955
8/13/1977,8128,6366,9637,7799
8/14/1977,7944,6044,9999,7708
8/15/1977,7942,5896,9653,10330
8/16/1977,7827,5971,9301,10706
8/17/1977,7845,6139,8869,9934
8/18/1977,7670,6378,8520,9102
8/19/1977,7442,6590,8274,8410
8/20/1977,7262,6720,7998,7919
8/21/1977,7080,6768,7743,7518
8/22/1977,7039,6580,7392,7189
8/23/1977,6777,6327,7024,6916
8/24/1977,6466,6068,6667,6704
8/25/1977,6192,5734,6399,6479
8/26/1977,5983,5464,6247,8328
8/27/1977,5907,5313,6104,8749
8/28/1977,5930,5668,6014,8300
8/29/1977,5995,6096,5931,7461
8/30/1977,5985,5760,6187,6456
8/31/1977,5830,5362,6002,5651
9/1/1977,5667,5126,5767,5156
9/2/1977,5543,5284,5595,4820
9/3/1977,5993,5167,5554,4573
9/4/1977,5813,4930,5579,4390
9/5/1977,5462,4874,5590,4726
9/6/1977,5117,4627,5605,5104
9/7/1977,4829,4304,5619,4671
9/8/1977,4625,4041,5689,4114
9/9/1977,4513,3881,5541,3650
9/10/1977,4540,3826,5479,3377
9/11/1977,4555,3886,5181,3436
9/12/1977,4554,4043,4922,3371
9/13/1977,4414,4602,4804,3375
9/14/1977,4268,4845,5486,3513
9/15/1977,4219,4979,8281,4166
9/16/1977,4256,5082,8483,4571
9/17/1977,4222,5146,8206,4901
9/18/1977,4161,5215,7422,5182
9/19/1977,4097,5208,6843,5400
9/20/1977,3998,5210,6163,5480
9/21/1977,3875,5454,5412,5412
9/22/1977,3736,5482,4764,5242
9/23/1977,3524,5011,4290,5070
9/24/1977,3358,4500,4071,5678
9/25/1977,3259,3955,4160,5417
9/26/1977,3227,3514,4209,4992
9/27/1977,3296,3215,3992,4642
9/28/1977,3223,3017,3594,4359
9/29/1977,3073,2869,3171,4081
9/30/1977,2870,2710,2795,3769
10/1/1977,2638,2462,2479,3377
10/2/1977,2409,2186,2225,2977
10/3/1977,2199,1910,2020,2609
10/4/1977,2022,1654,1864,2297
10/5/1977,1892,1428,1755,2021
10/6/1977,1778,1232,1687,1798
10/7/1977,1659,1064,1638,1603
10/8/1977,1661,932,1592,1439
10/9/1977,1541,825.3,1554,1297
10/10/1977,1406,736,1517,1170
10/11/1977,1288,656.1,1642,1059
10/12/1977,1187,587.3,2812,956.3
10/13/1977,1110,529.5,3367,885.2
10/14/1977,1053,481.4,2956,827
10/15/1977,1022,441.6,2398,778.6
10/16/1977,978,408.9,1919,738.9
10/17/1977,926,382.1,1560,703
10/18/1977,878.8,364.5,1305,680.1
10/19/1977,970.1,603.4,1127,839.6
10/20/1977,1432,634.5,1006,791.2
10/21/1977,1707,580.3,945.5,706.8
10/22/1977,1596,562.5,946.4,638.8
10/23/1977,1382,625,994.1,605.3
10/24/1977,1181,1195,1073,616
10/25/1977,1020,1182,1157,657
10/26/1977,898.1,1013,1246,759.4
10/27/1977,806.7,836.2,1339,1140
10/28/1977,737.2,691,1438,1407
10/29/1977,685.8,581.6,1529,1367
10/30/1977,644.7,559.6,3406,1303
10/31/1977,611.2,1405,3573,1311
11/1/1977,583.7,1436,3844,1356
11/2/1977,560.8,1188,3318,1481
11/3/1977,541.7,924.1,2657,1397
11/4/1977,525.2,714.9,2099,1725
11/5/1977,510.9,565.7,1682,1556
11/6/1977,498.3,463.7,1384,1326
11/7/1977,487.1,394.6,1173,1056
11/8/1977,477.1,347.2,1021,835.6
11/9/1977,468.1,314,909.8,664.3
11/10/1977,460.2,289.9,826.4,533.6
11/11/1977,453.2,271.9,762.3,434.1
11/12/1977,447.4,258,711.9,357.7
11/13/1977,441.6,247,671.7,298.5
11/14/1977,436,238.1,639.1,252.2
11/15/1977,430.6,230.6,612.3,215.7
11/16/1977,425.4,224.4,590.7,186.7
11/17/1977,420.3,219.1,572.8,163.8
11/18/1977,415.5,215,558,145.9
11/19/1977,410.9,212.9,545.7,131.8
11/20/1977,406.8,210.8,534.6,120.6
11/21/1977,403.1,208,524.4,112
11/22/1977,399.2,204.8,515.2,105.6
11/23/1977,395.1,201.7,507,100.7
11/24/1977,391,198.6,499.5,99.2
11/25/1977,386.9,195.8,492.7,96.35
11/26/1977,383.3,193.2,486.2,93.12
11/27/1977,379.7,190.7,480.1,89.94
11/28/1977,375.7,188.4,474.4,86.54
11/29/1977,371.8,186.2,468.8,83.25
11/30/1977,368.1,184.1,463.5,80.19
12/1/1977,364.4,182.1,458.3,77.41
12/2/1977,360.8,180.2,453.4,74.91
12/3/1977,357.3,178.5,448.6,72.67
12/4/1977,354,176.9,444,70.67
12/5/1977,350.7,175.3,439.5,68.88
12/6/1977,347.5,173.6,435.2,67.27
12/7/1977,344.8,171.9,431.1,65.82
12/8/1977,342.1,170.5,427.4,64.49
12/9/1977,339.2,169,467.3,63.35
12/10/1977,336.3,167.6,691.3,62.66
12/11/1977,333.2,166.1,1185,325.7
12/12/1977,330.2,164.7,1172,442.1
12/13/1977,327.3,163.2,1046,395.4
12/14/1977,324.4,163.6,915.2,316.5
12/15/1977,321.5,164.2,807.4,245.7
12/16/1977,318.8,162.8,725.4,192
12/17/1977,316.1,160.8,664.2,153.7
12/18/1977,313.4,158.8,618.3,126.8
12/19/1977,310.8,157,582.9,107.9
12/20/1977,308.2,155.2,555,94.34
12/21/1977,305.8,153.7,532.4,84.31
12/22/1977,303.3,152.4,514.1,76.71
12/23/1977,300.8,151.2,498.6,70.8
12/24/1977,298.4,149.8,485.4,66.13
12/25/1977,295.9,148.4,473.7,62.37
12/26/1977,293.6,147,463.3,59.3
12/27/1977,291.2,145.7,454.2,56.78
12/28/1977,288.9,144.4,445.9,56.62
12/29/1977,286.6,143.2,438.4,57.48
12/30/1977,284.4,142.1,431.9,55.53
12/31/1977,282.1,140.9,425.6,53.13
1/1/1978,279.9,139.8,419.6,51.01
1/2/1978,277.8,138.7,414,49.31
1/3/1978,275.6,137.6,408.7,47.98
1/4/1978,273.5,136.5,403.7,46.92
1/5/1978,271.4,135.5,398.9,46.05
1/6/1978,269.3,134.4,394.4,45.3
1/7/1978,267.3,133.4,390,44.65
1/8/1978,265.2,132.4,385.7,44.06
1/9/1978,263.2,131.4,381.5,43.51
1/10/1978,261.2,130.4,377.5,43
1/11/1978,259.3,129.4,373.6,42.52
1/12/1978,257.4,128.4,369.7,42.06
1/13/1978,255.5,127.5,366,41.61
1/14/1978,253.7,126.5,362.3,41.18
1/15/1978,251.8,125.6,358.7,40.77
1/16/1978,249.9,124.7,355.1,40.36
1/17/1978,248.1,123.7,351.7,39.97
1/18/1978,246.2,122.8,348.3,39.58
1/19/1978,244.4,121.9,344.9,39.2
1/20/1978,242.6,121,341.6,38.83
1/21/1978,240.8,120.2,338.4,38.47
1/22/1978,239,119.3,335.2,38.11
1/23/1978,237.2,118.4,332.1,37.76
1/24/1978,235.5,117.6,329,37.42
1/25/1978,233.8,116.7,326,37.08
1/26/1978,232.1,115.9,323,36.74
1/27/1978,230.4,115,320.1,36.41
1/28/1978,228.7,114.2,317.2,36.09
1/29/1978,227.1,113.4,314.4,35.77
1/30/1978,225.5,112.6,311.6,35.47
1/31/1978,223.9,111.8,308.8,35.17
2/1/1978,222.3,111,306.4,34.88
2/2/1978,220.7,110.2,304.3,34.6
2/3/1978,219.1,109.4,302.1,34.34
2/4/1978,217.5,108.7,299.6,34.14
2/5/1978,216,108,296.9,33.9
2/6/1978,214.5,107.2,294.3,33.62
2/7/1978,212.9,106.4,291.6,33.33
2/8/1978,211.4,105.7,289,33.04
2/9/1978,209.9,104.9,286.4,32.74
2/10/1978,208.5,104.1,283.9,32.44
2/11/1978,207,103.4,281.4,32.15
2/12/1978,205.5,102.7,279,31.87
2/13/1978,204.1,102,276.6,31.59
2/14/1978,202.7,101.2,274.3,31.32
2/15/1978,201.2,100.5,272,31.05
2/16/1978,199.8,99.82,269.8,30.79
2/17/1978,198.4,99.12,267.5,30.54
2/18/1978,197.1,98.43,265.4,30.29
2/19/1978,195.7,97.74,263.2,30.04
2/20/1978,194.3,97.06,261.1,29.8
2/21/1978,193,96.39,259,29.56
2/22/1978,191.7,95.72,256.9,29.32
2/23/1978,190.3,95.06,254.9,29.09
2/24/1978,189.3,94.4,253.1,28.87
2/25/1978,191.1,93.77,252.6,28.65
2/26/1978,210.2,93.72,253.2,28.47
2/27/1978,215.4,93.98,252.5,28.27
2/28/1978,213.9,94.12,251,28.05
3/1/1978,209.8,93.45,277.3,27.85
3/2/1978,205,92.45,344.9,27.64
3/3/1978,200.2,91.44,339.8,27.48
3/4/1978,195.7,90.49,333.2,27.29
3/5/1978,191.6,89.62,326.8,27.08
3/6/1978,188,88.82,320.8,26.88
3/7/1978,184.9,88.74,351.5,26.72
3/8/1978,182.3,88.88,397.7,27.17
3/9/1978,180.1,88.96,425.2,27.57
3/10/1978,177.9,88.84,420,27.89
3/11/1978,175.8,88.64,414.5,29.01
3/12/1978,173.9,88.61,408.3,29.84
3/13/1978,172.9,124.2,403.1,30.07
3/14/1978,172.1,186.9,398.8,29.9
3/15/1978,170.5,210.5,396.9,29.79
3/16/1978,168.6,261.5,392.7,29.37
3/17/1978,166.7,278.1,385.4,28.8
3/18/1978,165,273.1,378,28.24
3/19/1978,163.4,266.3,370.6,28
3/20/1978,161.9,259.1,363.9,28.11
3/21/1978,160.4,252.1,357.9,28.38
3/22/1978,159.1,245.4,353.1,28.81
3/23/1978,157.9,239.1,349,29.32
3/24/1978,156.8,233.6,347,30.14
3/25/1978,156,228.3,344.6,31.04
3/26/1978,155.2,223.5,341.9,32.35
3/27/1978,154.3,218.9,340.5,61.57
3/28/1978,155.8,214.3,340.1,147.7
3/29/1978,156,209.6,359.3,291.9
3/30/1978,155.3,205.1,398.7,519.5
3/31/1978,154.1,200.8,420.6,650.7
4/1/1978,152.7,196.6,422.7,669.4
4/2/1978,151.1,192.7,413.6,634.5
4/3/1978,149.7,188.9,398.9,575.9
4/4/1978,148.4,185.3,381.9,509.6
4/5/1978,155.4,181.8,365.4,443.5
4/6/1978,197.1,178.5,368.2,382.3
4/7/1978,286.9,175.8,434.5,342.4
4/8/1978,397.8,173.4,488.6,486.6
4/9/1978,477,171.3,510.4,649.3
4/10/1978,528.7,170,519.6,840.5
4/11/1978,577.4,191.7,598.8,1065
4/12/1978,632.3,229.1,930.2,1323
4/13/1978,782.3,259,1159,1584
4/14/1978,949.9,287.8,1378,1886
4/15/1978,1046,303.5,1439,1936
4/16/1978,1062,301.5,1416,1856
4/17/1978,1036,289.6,1347,1718
4/18/1978,993.3,272.7,1254,1560
4/19/1978,948.7,254.1,1152,1400
4/20/1978,882.8,235.6,1051,1250
4/21/1978,814.5,218.9,956.7,1114
4/22/1978,774.8,203.7,869.6,994.4
4/23/1978,780.3,190.3,791.5,923.6
4/24/1978,831.1,179.5,727.1,852.1
4/25/1978,913.3,171.8,671.6,808.6
4/26/1978,1165,167.2,631.8,837.8
4/27/1978,1509,164.5,611.6,928
4/28/1978,1525,163,602.6,1183
4/29/1978,1467,162.1,656.2,1411
4/30/1978,1411,158.8,998.1,1636
5/1/1978,1392,153.6,1556,1890
5/2/1978,1424,147.8,1808,2161
5/3/1978,1473,143.7,1886,2284
5/4/1978,1506,145.3,2237,2477
5/5/1978,1587,158.9,2671,2628
5/6/1978,1755,315.2,2601,2889
5/7/1978,2170,563,2469,3247
5/8/1978,2193,758,2311,3526
5/9/1978,2172,889.3,2304,4096
5/10/1978,2120,956.4,2354,4171
5/11/1978,2102,1024,2481,4276
5/12/1978,2043,1121,2543,4218
5/13/1978,1983,1145,2751,4322
5/14/1978,1993,1401,2927,4491
5/15/1978,2223,1624,3171,4729
5/16/1978,2551,1891,3383,5036
5/17/1978,3427,2317,3558,5296
5/18/1978,3527,2865,3886,5718
5/19/1978,3414,3412,4093,6061
5/20/1978,3575,3984,4500,6327
5/21/1978,8752,4593,4915,6538
5/22/1978,8996,5073,5322,6696
5/23/1978,7878,5323,5533,6750
5/24/1978,6584,5342,5630,6623
5/25/1978,5535,5207,5697,6393
5/26/1978,4837,5273,5778,6137
5/27/1978,4528,5097,5905,5923
5/28/1978,4438,4951,6014,5734
5/29/1978,4336,4728,6082,5585
5/30/1978,4305,4550,6063,5473
5/31/1978,4271,4485,6000,5368
6/1/1978,4328,4564,5958,5357
6/2/1978,4492,4963,5990,5538
6/3/1978,4768,5173,6102,5704
6/4/1978,5114,5145,6253,5974
6/5/1978,5581,6648,6659,6290
6/6/1978,5993,6656,6822,6503
6/7/1978,6220,6217,6870,6559
6/8/1978,6331,5742,6926,6501
6/9/1978,6349,5479,7070,6372
6/10/1978,6357,5353,6943,6216
6/11/1978,6440,5403,6666,6236
6/12/1978,6369,5802,6204,6275
6/13/1978,6273,5903,5753,6374
6/14/1978,6151,5849,5404,6232
6/15/1978,6064,5801,5245,6103
6/16/1978,6074,5736,5387,6063
6/17/1978,6235,5713,6690,6147
6/18/1978,6587,5703,6752,6449
6/19/1978,6942,5734,6317,6923
6/20/1978,7396,5845,6063,7700
6/21/1978,7985,6117,6650,8352
6/22/1978,8587,6528,7099,9002
6/23/1978,9074,7218,7575,9809
6/24/1978,9605,8107,8294,10859
6/25/1978,10178,9234,9161,12109
6/26/1978,14405,10415,10268,13268
6/27/1978,18246,11508,11722,14365
6/28/1978,18094,12443,12769,15312
6/29/1978,16506,13504,15256,16027
6/30/1978,15211,13988,15714,16475
7/1/1978,14139,14126,15561,16590
7/2/1978,13141,14104,15255,16538
7/3/1978,12361,13986,15049,16303
7/4/1978,11687,13746,14809,15909
7/5/1978,11119,13534,14622,15452
7/6/1978,10680,13198,14570,15151
7/7/1978,10892,12971,14491,14518
7/8/1978,11264,12781,14699,13879
7/9/1978,10484,12738,15639,13343
7/10/1978,9513,12754,15688,12912
7/11/1978,8691,12819,15378,12661
7/12/1978,8251,12978,15245,13183
7/13/1978,8140,13049,15333,14177
7/14/1978,8668,13113,15486,13802
7/15/1978,8760,13290,15613,13246
7/16/1978,8807,13651,15752,13222
7/17/1978,8898,13733,15849,13027
7/18/1978,9044,13605,15957,12972
7/19/1978,10106,13385,15917,12806
7/20/1978,10100,13013,15608,12488
7/21/1978,9660,12463,15177,12018
7/22/1978,9001,11782,14331,11463
7/23/1978,8271,11041,13399,10891
7/24/1978,7798,10402,12672,10350
7/25/1978,7301,9745,11597,9660
7/26/1978,6894,9231,10655,9017
7/27/1978,6588,8956,10188,8513
7/28/1978,6447,8866,13242,8160
7/29/1978,6432,8926,13754,7944
